Transfer Net,Driver,Receiver,R / F,Min Etch Delay (ns),Max Etch Delay (ns),AC-DC Slew Rate (V/ns),Corner,Edge #,Time (ns),Pulse Width (ns),Delay Variation (ns),Driver Probe Point,Receiver Node,Min Raw Etch Delay (ns),Max Raw Etch Delay (ns),Min Derate (ns),Max Derate (ns),Standard Load Delay (ns),Simulation,Ac Noise,Ac Noise Source,$T1:DELAY,$T2:DELAY,$T4:DELAY,PATTERN
sheet1,Controller,IO0,R,0.664,0.726,10.726,FFFE,11,166.361,15.000,0.062,SL_PAD/,IO0_pad,1.280,1.342,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,0.688,0.746,11.394,FFFE,12,181.317,15.000,0.058,SL_PAD/,IO0_pad,1.240,1.298,0.000,0.000,0.552,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,R,0.663,0.724,10.763,FFFE,13,196.359,15.000,0.061,SL_PAD/,IO0_pad,1.279,1.340,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,0.689,0.748,11.156,FFFE,14,211.319,15.000,0.059,SL_PAD/,IO0_pad,1.241,1.300,0.000,0.000,0.552,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,R,0.664,0.725,10.773,FFFE,15,226.361,15.000,0.061,SL_PAD/,IO0_pad,1.280,1.341,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,0.732,0.793,10.813,FFFE,2,31.362,15.000,0.061,SL_PAD/,IO1_pad,1.284,1.345,0.000,0.000,0.552,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,0.701,0.768,9.871,FFFE,3,46.401,15.000,0.067,SL_PAD/,IO1_pad,1.317,1.384,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,0.733,0.795,10.504,FFFE,4,61.364,15.000,0.062,SL_PAD/,IO1_pad,1.285,1.347,0.000,0.000,0.552,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,0.701,0.767,9.951,FFFE,5,76.400,15.000,0.066,SL_PAD/,IO1_pad,1.317,1.383,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,0.730,0.791,10.714,FFFE,6,91.360,15.000,0.061,SL_PAD/,IO1_pad,1.282,1.343,0.000,0.000,0.552,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,0.702,0.769,9.835,FFFE,7,106.401,15.000,0.067,SL_PAD/,IO1_pad,1.318,1.385,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,0.735,0.797,10.594,FFFE,8,121.365,15.000,0.062,SL_PAD/,IO1_pad,1.287,1.349,0.000,0.000,0.552,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,0.701,0.767,9.986,FFFE,9,136.400,15.000,0.066,SL_PAD/,IO1_pad,1.317,1.383,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,0.731,0.795,10.392,FFFE,10,151.363,15.000,0.064,SL_PAD/,IO1_pad,1.283,1.347,0.000,0.000,0.552,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,0.704,0.770,10.001,FFFE,11,166.402,15.000,0.066,SL_PAD/,IO1_pad,1.320,1.386,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,0.732,0.793,10.776,FFFE,12,181.363,15.000,0.061,SL_PAD/,IO1_pad,1.284,1.345,0.000,0.000,0.552,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,0.703,0.769,10.005,FFFE,13,196.402,15.000,0.066,SL_PAD/,IO1_pad,1.319,1.385,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,0.733,0.795,10.776,FFFE,14,211.365,15.000,0.062,SL_PAD/,IO1_pad,1.285,1.347,0.000,0.000,0.552,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,0.703,0.770,9.907,FFFE,15,226.402,15.000,0.067,SL_PAD/,IO1_pad,1.319,1.386,0.000,0.000,0.616,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,0.683,0.749,9.917,FFFE,2,31.314,15.000,0.066,SL_PAD/,Controller_pad,1.235,1.301,0.000,0.000,0.552,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,0.663,0.724,10.881,FFFE,3,46.359,15.000,0.061,SL_PAD/,Controller_pad,1.279,1.340,0.000,0.000,0.616,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,0.683,0.749,9.981,FFFE,4,61.316,15.000,0.066,SL_PAD/,Controller_pad,1.235,1.301,0.000,0.000,0.552,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,0.662,0.723,10.797,FFFE,5,76.358,15.000,0.061,SL_PAD/,Controller_pad,1.278,1.339,0.000,0.000,0.616,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,0.683,0.750,9.806,FFFE,6,91.316,15.000,0.067,SL_PAD/,Controller_pad,1.235,1.302,0.000,0.000,0.552,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,0.662,0.722,10.912,FFFE,7,106.358,15.000,0.060,SL_PAD/,Controller_pad,1.278,1.338,0.000,0.000,0.616,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,0.682,0.749,9.833,FFFE,8,121.316,15.000,0.067,SL_PAD/,Controller_pad,1.234,1.301,0.000,0.000,0.552,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,0.664,0.724,11.019,FFFE,9,136.360,15.000,0.060,SL_PAD/,Controller_pad,1.280,1.340,0.000,0.000,0.616,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,0.684,0.750,10.096,FFFE,10,151.315,15.000,0.066,SL_PAD/,Controller_pad,1.236,1.302,0.000,0.000,0.552,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,0.662,0.723,10.861,FFFE,11,166.359,15.000,0.061,SL_PAD/,Controller_pad,1.278,1.339,0.000,0.000,0.616,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,0.683,0.749,9.945,FFFE,12,181.315,15.000,0.066,SL_PAD/,Controller_pad,1.235,1.301,0.000,0.000,0.552,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,0.664,0.724,10.974,FFFE,13,196.360,15.000,0.060,SL_PAD/,Controller_pad,1.280,1.340,0.000,0.000,0.616,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,0.681,0.749,9.765,FFFE,14,211.314,15.000,0.068,SL_PAD/,Controller_pad,1.233,1.301,0.000,0.000,0.552,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,0.662,0.723,10.877,FFFE,15,226.359,15.000,0.061,SL_PAD/,Controller_pad,1.278,1.339,0.000,0.000,0.616,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,0.750,0.822,9.220,FFFE,2,31.385,15.000,0.072,SL_PAD/,Controller_pad,1.302,1.374,0.000,0.000,0.552,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,0.705,0.772,9.843,FFFE,3,46.404,15.000,0.067,SL_PAD/,Controller_pad,1.321,1.388,0.000,0.000,0.616,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,0.747,0.821,8.928,FFFE,4,61.383,15.000,0.074,SL_PAD/,Controller_pad,1.299,1.373,0.000,0.000,0.552,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,0.707,0.774,9.878,FFFE,5,76.405,15.000,0.067,SL_PAD/,Controller_pad,1.323,1.390,0.000,0.000,0.616,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,0.749,0.823,8.939,FFFE,6,91.385,15.000,0.074,SL_PAD/,Controller_pad,1.301,1.375,0.000,0.000,0.552,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,0.706,0.774,9.818,FFFE,7,106.405,15.000,0.068,SL_PAD/,Controller_pad,1.322,1.390,0.000,0.000,0.616,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,0.750,0.822,9.184,FFFE,8,121.385,15.000,0.072,SL_PAD/,Controller_pad,1.302,1.374,0.000,0.000,0.552,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,0.705,0.772,9.833,FFFE,9,136.404,15.000,0.067,SL_PAD/,Controller_pad,1.321,1.388,0.000,0.000,0.616,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,0.749,0.822,9.029,FFFE,10,151.384,15.000,0.073,SL_PAD/,Controller_pad,1.301,1.374,0.000,0.000,0.552,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,0.707,0.773,9.877,FFFE,11,166.405,15.000,0.066,SL_PAD/,Controller_pad,1.323,1.389,0.000,0.000,0.616,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,0.748,0.822,8.959,FFFE,12,181.384,15.000,0.074,SL_PAD/,Controller_pad,1.300,1.374,0.000,0.000,0.552,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,0.706,0.773,9.825,FFFE,13,196.405,15.000,0.067,SL_PAD/,Controller_pad,1.322,1.389,0.000,0.000,0.616,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,0.748,0.822,8.904,FFFE,14,211.384,15.000,0.074,SL_PAD/,Controller_pad,1.300,1.374,0.000,0.000,0.552,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,0.707,0.774,9.886,FFFE,15,226.406,15.000,0.067,SL_PAD/,Controller_pad,1.323,1.390,0.000,0.000,0.616,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,0.00V,tnet,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,0.691,0.750,11.327,FFFE,2,31.321,15.000,0.059,SL_PAD/,IO0_pad,1.243,1.302,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.668,0.732,10.466,FFFE,3,46.365,15.000,0.064,SL_PAD/,IO0_pad,1.284,1.348,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,0.690,0.749,11.245,FFFE,4,61.320,15.000,0.059,SL_PAD/,IO0_pad,1.242,1.301,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.669,0.732,10.619,FFFE,5,76.366,15.000,0.063,SL_PAD/,IO0_pad,1.285,1.348,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,0.689,0.747,11.311,FFFE,6,91.320,15.000,0.058,SL_PAD/,IO0_pad,1.241,1.299,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.671,0.733,10.545,FFFE,7,106.368,15.000,0.062,SL_PAD/,IO0_pad,1.287,1.349,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,0.690,0.751,10.956,FFFE,8,121.321,15.000,0.061,SL_PAD/,IO0_pad,1.242,1.303,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.671,0.734,10.402,FFFE,9,136.368,15.000,0.063,SL_PAD/,IO0_pad,1.287,1.350,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,0.692,0.752,10.990,FFFE,10,151.322,15.000,0.060,SL_PAD/,IO0_pad,1.244,1.304,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.670,0.733,10.536,FFFE,11,166.367,15.000,0.063,SL_PAD/,IO0_pad,1.286,1.349,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,0.689,0.748,11.256,FFFE,12,181.320,15.000,0.059,SL_PAD/,IO0_pad,1.241,1.300,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.670,0.733,10.560,FFFE,13,196.366,15.000,0.063,SL_PAD/,IO0_pad,1.286,1.349,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,0.689,0.749,11.143,FFFE,14,211.320,15.000,0.060,SL_PAD/,IO0_pad,1.241,1.301,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.669,0.731,10.572,FFFE,15,226.366,15.000,0.062,SL_PAD/,IO0_pad,1.285,1.347,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,0.859,0.924,10.223,FFFE,2,31.490,15.000,0.065,SL_PAD/,IO1_pad,1.411,1.476,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,0.837,0.898,10.860,FFFE,3,46.533,15.000,0.061,SL_PAD/,IO1_pad,1.453,1.514,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,0.859,0.924,10.288,FFFE,4,61.491,15.000,0.065,SL_PAD/,IO1_pad,1.411,1.476,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,0.835,0.896,10.855,FFFE,5,76.532,15.000,0.061,SL_PAD/,IO1_pad,1.451,1.512,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,0.860,0.924,10.274,FFFE,6,91.491,15.000,0.064,SL_PAD/,IO1_pad,1.412,1.476,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,0.839,0.899,11.050,FFFE,7,106.534,15.000,0.060,SL_PAD/,IO1_pad,1.455,1.515,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,0.860,0.926,10.072,FFFE,8,121.492,15.000,0.066,SL_PAD/,IO1_pad,1.412,1.478,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,0.839,0.900,10.714,FFFE,9,136.536,15.000,0.061,SL_PAD/,IO1_pad,1.455,1.516,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,0.864,0.928,10.360,FFFE,10,151.495,15.000,0.064,SL_PAD/,IO1_pad,1.416,1.480,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,0.837,0.897,10.920,FFFE,11,166.533,15.000,0.060,SL_PAD/,IO1_pad,1.453,1.513,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,0.860,0.925,10.101,FFFE,12,181.491,15.000,0.065,SL_PAD/,IO1_pad,1.412,1.477,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,0.835,0.896,10.846,FFFE,13,196.531,15.000,0.061,SL_PAD/,IO1_pad,1.451,1.512,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,0.861,0.925,10.212,FFFE,14,211.493,15.000,0.064,SL_PAD/,IO1_pad,1.413,1.477,0.000,0.000,0.552,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,0.837,0.899,10.560,FFFE,15,226.533,15.000,0.062,SL_PAD/,IO1_pad,1.453,1.515,0.000,0.000,0.616,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,0.696,0.765,9.617,FFFE,2,31.330,15.000,0.069,SL_PAD/,Controller_pad,1.248,1.317,0.000,0.000,0.552,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.659,0.718,11.255,FFFE,3,46.354,15.000,0.059,SL_PAD/,Controller_pad,1.275,1.334,0.000,0.000,0.616,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,0.699,0.766,9.854,FFFE,4,61.330,15.000,0.067,SL_PAD/,Controller_pad,1.251,1.318,0.000,0.000,0.552,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.659,0.718,11.241,FFFE,5,76.354,15.000,0.059,SL_PAD/,Controller_pad,1.275,1.334,0.000,0.000,0.616,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,0.698,0.766,9.839,FFFE,6,91.333,15.000,0.068,SL_PAD/,Controller_pad,1.250,1.318,0.000,0.000,0.552,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.661,0.720,11.074,FFFE,7,106.357,15.000,0.059,SL_PAD/,Controller_pad,1.277,1.336,0.000,0.000,0.616,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,0.696,0.762,9.949,FFFE,8,121.331,15.000,0.066,SL_PAD/,Controller_pad,1.248,1.314,0.000,0.000,0.552,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.663,0.723,10.990,FFFE,9,136.359,15.000,0.060,SL_PAD/,Controller_pad,1.279,1.339,0.000,0.000,0.616,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,0.696,0.764,9.819,FFFE,10,151.329,15.000,0.068,SL_PAD/,Controller_pad,1.248,1.316,0.000,0.000,0.552,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.663,0.723,10.980,FFFE,11,166.359,15.000,0.060,SL_PAD/,Controller_pad,1.279,1.339,0.000,0.000,0.616,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,0.698,0.767,9.622,FFFE,12,181.331,15.000,0.069,SL_PAD/,Controller_pad,1.250,1.319,0.000,0.000,0.552,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.661,0.720,11.254,FFFE,13,196.357,15.000,0.059,SL_PAD/,Controller_pad,1.277,1.336,0.000,0.000,0.616,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,0.697,0.766,9.692,FFFE,14,211.332,15.000,0.069,SL_PAD/,Controller_pad,1.249,1.318,0.000,0.000,0.552,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.661,0.721,10.889,FFFE,15,226.358,15.000,0.060,SL_PAD/,Controller_pad,1.277,1.337,0.000,0.000,0.616,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,0.857,0.928,9.339,FFFE,2,31.491,15.000,0.071,SL_PAD/,Controller_pad,1.409,1.480,0.000,0.000,0.552,io1_fffe_3_1o5_1o5\io1_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,R,0.832,0.898,9.963,FFFE,3,46.531,15.000,0.066,SL_PAD/,Controller_pad,1.448,1.514,0.000,0.000,0.616,io1_fffe_3_1o5_1o5\io1_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,0.859,0.928,9.661,FFFE,4,61.493,15.000,0.069,SL_PAD/,Controller_pad,1.411,1.480,0.000,0.000,0.552,io1_fffe_3_1o5_1o5\io1_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,R,0.833,0.900,9.829,FFFE,5,76.532,15.000,0.067,SL_PAD/,Controller_pad,1.449,1.516,0.000,0.000,0.616,io1_fffe_3_1o5_1o5\io1_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,0.860,0.928,9.704,FFFE,6,91.494,15.000,0.068,SL_PAD/,Controller_pad,1.412,1.480,0.000,0.000,0.552,io1_fffe_3_1o5_1o5\io1_fffe_3_1o5_1o5.csd,0.00V,tnet,3in,1.5in,1.5in,default_clock
